문제제목,입출력 예,자바파일
배열 만들기 3,"arr | intervals | result
--- | --- | ---
[1, 2, 3, 4, 5] | [[1, 3], [0, 4]] | [2, 3, 4, 1, 2, 3, 4, 5]","class Solution {
    public int[] solution(int[] arr, int[][] intervals) {
        int[] answer = {};
        return answer;
    }
}"
가까운 1 찾기,"arr | idx | result
--- | --- | ---
[0, 0, 0, 1] | 1 | 3
[1, 0, 0, 1, 0, 0] | 4 | -1
[1, 1, 1, 1, 0] | 3 | 3","class Solution {
    public int solution(int[] arr, int idx) {
        int answer = 0;
        return answer;
    }
}"
카운트 다운,"start_num | end_num | result
--- | --- | ---
10 | 3 | [10, 9, 8, 7, 6, 5, 4, 3]","class Solution {
    public int[] solution(int start_num, int end_num) {
        int[] answer = {};
        return answer;
    }
}"
배열 만들기 1,"n | k | result
--- | --- | ---
10 | 3 | [3, 6, 9]
15 | 5 | [5, 10, 15]","class Solution {
    public int[] solution(int n, int k) {
        int[] answer = {};
        return answer;
    }
}"
세로 읽기,"my_string | m | c | result
--- | --- | --- | ---
""ihrhbakrfpndopljhygc"" | 4 | 2 | ""happy""
""programmers"" | 1 | 1 | ""programmers""

1열 | 2열 | 3열 | 4열
--- | --- | --- | ---
i | h | r | h
b | a | k | r
f | p | n | d
o | p | l | j
h | y | g | c","class Solution {
    public String solution(String my_string, int m, int c) {
        String answer = """";
        return answer;
    }
}"
접두사인지 확인하기,"my_string | is_prefix | result
--- | --- | ---
""banana"" | ""ban"" | 1
""banana"" | ""nan"" | 0
""banana"" | ""abcd"" | 0
""banana"" | ""bananan"" | 0","class Solution {
    public int solution(String my_string, String is_prefix) {
        int answer = 0;
        return answer;
    }
}"
접미사 배열,"my_string | result
--- | ---
""banana"" | [""a"", ""ana"", ""anana"", ""banana"", ""na"", ""nana""]
""programmers"" | [""ammers"", ""ers"", ""grammers"", ""mers"", ""mmers"", ""ogrammers"", ""programmers"", ""rammers"", ""rogrammers"", ""rs"", ""s""]","class Solution {
    public String[] solution(String my_string) {
        String[] answer = {};
        return answer;
    }
}"
부분 문자열 이어 붙여 문자열 만들기,"my_strings | parts | result
--- | --- | ---
[""progressive"", ""hamburger"", ""hammer"", ""ahocorasick""] | [[0, 4], [1, 2], [3, 5], [7, 7]] | ""programmers""

i | my_strings[i] | parts[i] | 부분 문자열
--- | --- | --- | ---
0 | ""progressive"" | [0, 4] | ""progr""
1 | ""hamburger"" | [1, 2] | ""am""
2 | ""hammer"" | [3, 5] | ""mer""
3 | ""ahocorasick"" | [7, 7] | ""s""","class Solution {
    public String solution(String[] my_strings, int[][] parts) {
        String answer = """";
        return answer;
    }
}"
9로 나눈 나머지,"number | result
--- | ---
""123"" | 6
""78720646226947352489"" | 2","class Solution {
    public int solution(String number) {
        int answer = 0;
        return answer;
    }
}"
콜라츠 수열 만들기,"n | result
--- | ---
10 | [10, 5, 16, 8, 4, 2, 1]

연산 횟수 | x | 홀짝 여부
--- | --- | ---
0 | 10 | 짝수
1 | 5 | 홀수
2 | 16 | 짝수
3 | 8 | 짝수
4 | 4 | 짝수
5 | 2 | 짝수
6 | 1 | 홀수","class Solution {
    public int[] solution(int n) {
        int[] answer = {};
        return answer;
    }
}"
수 조작하기 2,"numLog | result
--- | ---
[0, 1, 0, 10, 0, 1, 0, 10, 0, -1, -2, -1] | ""wsdawsdassw""","class Solution {
    public String solution(int[] numLog) {
        String answer = """";
        return answer;
    }
}"
주사위 게임 2,"a | b | c | result
--- | --- | --- | ---
2 | 6 | 1 | 9
5 | 3 | 3 | 473
4 | 4 | 4 | 110592","class Solution {
    public int solution(int a, int b, int c) {
        int answer = 0;
        return answer;
    }
}"
문자열 돌리기,,"import java.util.Scanner;

public class Solution {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        String a = sc.next();
    }
}"
덧셈식 출력하기,,"import java.util.Scanner;

public class Solution {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int a = sc.nextInt();
        int b = sc.nextInt();

        System.out.println(a + b);
    }
}"
두 수의 연산값 비교하기,"a | b | result
--- | --- | ---
2 | 91 | 364
91 | 2 | 912","class Solution {
    public int solution(int a, int b) {
        int answer = 0;
        return answer;
    }
}"
짝수는 싫어요,"n | result
--- | ---
10 | [1, 3, 5, 7, 9]
15 | [1, 3, 5, 7, 9, 11, 13, 15]","class Solution {
    public int[] solution(int n) {
        int[] answer = {};
        return answer;
    }
}"
두 정수 사이의 합,"a | b | return
--- | --- | ---
3 | 5 | 12
3 | 3 | 3
5 | 3 | 12","class Solution {
    public long solution(int a, int b) {
        long answer = 0;
        return answer;
    }
}"
문자열을 정수로 바꾸기,,"class Solution {
    public int solution(String s) {
        int answer = 0;
        return answer;
    }
}"
약수의 합,"n | return
--- | ---
12 | 28
5 | 6","class Solution {
    public int solution(int n) {
        int answer = 0;
        return answer;
    }
}"
자릿수 더하기,"N | answer
--- | ---
123 | 6
987 | 24","import java.util.*;

public class Solution {
    public int solution(int n) {
        int answer = 0;

        // [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
        System.out.println(""Hello Java"");

        return answer;
    }
}"
자연수 뒤집어 배열로 만들기,"n | return
--- | ---
12345 | [5,4,3,2,1]","class Solution {
    public int[] solution(long n) {
        int[] answer = {};
        return answer;
    }
}"
정수 내림차순으로 배치하기,"n | return
--- | ---
118372 | 873211","class Solution {
    public long solution(long n) {
        long answer = 0;
        return answer;
    }
}"
정수 제곱근 판별,"n | return
--- | ---
121 | 144
3 | -1","class Solution {
    public long solution(long n) {
        long answer = 0;
        return answer;
    }
}"
짝수와 홀수,"num | return
--- | ---
3 | ""Odd""
4 | ""Even""","class Solution {
    public String solution(int num) {
        String answer = """";
        return answer;
    }
}"
평균 구하기,"arr | return
--- | ---
[1,2,3,4] | 2.5
[5,5] | 5","class Solution {
    public double solution(int[] arr) {
        double answer = 0;
        return answer;
    }
}"
하샤드 수,"x | return
--- | ---
10 | true
12 | true
11 | false
13 | false","class Solution {
    public boolean solution(int x) {
        boolean answer = true;
        return answer;
    }
}"
x만큼 간격이 있는 n개의 숫자,"x | n | answer
--- | --- | ---
2 | 5 | [2,4,6,8,10]
4 | 3 | [4,8,12]
-4 | 2 | [-4, -8]","class Solution {
    public long[] solution(int x, int n) {
        long[] answer = {};
        return answer;
    }
}"
나머지가 1이 되는 수 찾기,"n | result
--- | ---
10 | 3
12 | 11","class Solution {
    public int solution(int n) {
        int answer = 0;
        return answer;
    }
}"
피자 나눠 먹기 (2),"n | result
--- | ---
6 | 1
10 | 5
4 | 2","class Solution {
    public int solution(int n) {
        int answer = 0;
        return answer;
    }
}"
외계행성의 나이,"age | result
--- | ---
23 | ""cd""
51 | ""fb""
100 | ""baa""","class Solution {
    public String solution(int age) {
        String answer = """";
        return answer;
    }
}"
배열 회전시키기,"numbers | direction | result
--- | --- | ---
[1, 2, 3] | ""right"" | [3, 1, 2]
[4, 455, 6, 4, -1, 45, 6] | ""left"" | [455, 6, 4, -1, 45, 6, 4]","class Solution {
    public int[] solution(int[] numbers, String direction) {
        int[] answer = {};
        return answer;
    }
}"
이차원 배열 대각선 순회하기,"board | k | result
--- | --- | ---
[[0, 1, 2],[1, 2, 3],[2, 3, 4],[3, 4, 5]] | 2 | 8

i \ j | 0 | 1 | 2
--- | --- | --- | ---
0 | 0 | 1 | 2
1 | 1 | 2 | 3
2 | 2 | 3 | 4
3 | 3 | 4 | 5","class Solution {
    public int solution(int[][] board, int k) {
        int answer = 0;
        return answer;
    }
}"
날짜 비교하기,"date1 | date2 | result
--- | --- | ---
[2021, 12, 28] | [2021, 12, 29] | 1
[1024, 10, 24] | [1024, 10, 24] | 0","class Solution {
    public int solution(int[] date1, int[] date2) {
        int answer = 0;
        return answer;
    }
}"
글자 지우기,"my_string | indices | result
--- | --- | ---
""apporoograpemmemprs"" | [1, 16, 6, 15, 0, 10, 11, 3] | ""programmers""

index | 0 | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18
--- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | ---
my_string | a | p | p | o | r | o | o | g | r | a | p | e | m | m | e | m | p | r | s","class Solution {
    public String solution(String my_string, int[] indices) {
        String answer = """";
        return answer;
    }
}"
등차수열의 특정한 항만 더하기,"a | d | included | result
--- | --- | --- | ---
3 | 4 | [true, false, false, true, true] | 37
7 | 1 | [false, false, false, true, false, false, false] | 10

 | 1항 | 2항 | 3항 | 4항 | 5항
--- | --- | --- | --- | --- | ---
등차수열 | 3 | 7 | 11 | 15 | 19
included | true | false | false | true | true

 | 1항 | 2항 | 3항 | 4항 | 5항 | 6항 | 7항
--- | --- | --- | --- | --- | --- | --- | ---
등차수열 | 7 | 8 | 9 | 10 | 11 | 12 | 13
included | false | false | false | true | false | false | false","class Solution {
    public int solution(int a, int d, boolean[] included) {
        int answer = 0;
        return answer;
    }
}"
문자열 섞기,"str1 | str2 | result
--- | --- | ---
""aaaaa"" | ""bbbbb"" | ""ababababab""","class Solution {
    public String solution(String str1, String str2) {
        String answer = """";
        return answer;
    }
}"
문자열 내 p와 y의 개수,"s | answer
--- | ---
""pPoooyY"" | true
""Pyy"" | false","class Solution {
    boolean solution(String s) {
        boolean answer = true;

        // [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
        System.out.println(""Hello Java"");

        return answer;
    }
}"
음양 더하기,"absolutes | signs | result
--- | --- | ---
[4,7,12] | [true,false,true] | 9
[1,2,3] | [false,false,true] | 0","class Solution {
    public int solution(int[] absolutes, boolean[] signs) {
        int answer = 123456789;
        return answer;
    }
}"
없는 숫자 더하기,"numbers | result
--- | ---
[1,2,3,4,6,7,8,0] | 14
[5,8,4,0,6,7,9] | 6","class Solution {
    public int solution(int[] numbers) {
        int answer = -1;
        return answer;
    }
}"
2차원으로 만들기,"num_list | n | result
--- | --- | ---
[1, 2, 3, 4, 5, 6, 7, 8] | 2 | [[1, 2], [3, 4], [5, 6], [7, 8]]

num_list | n | result
--- | --- | ---
[1, 2, 3, 4, 5, 6, 7, 8] | 2 | [[1, 2], [3, 4], [5, 6], [7, 8]]
[100, 95, 2, 4, 5, 6, 18, 33, 948] | 3 | [[100, 95, 2], [4, 5, 6], [18, 33, 948]]","class Solution {
    public int[][] solution(int[] num_list, int n) {
        int[][] answer = {};
        return answer;
    }
}"
합성수 찾기,"n | result
--- | ---
10 | 5
15 | 8","class Solution {
    public int solution(int n) {
        int answer = 0;
        return answer;
    }
}"
중복된 문자 제거,"my_string | result
--- | ---
""people"" | ""peol""
""We are the world"" | ""We arthwold""","class Solution {
    public String solution(String my_string) {
        String answer = """";
        return answer;
    }
}"
배열의 길이를 2의 거듭제곱으로 만들기,"arr | result
--- | ---
[1, 2, 3, 4, 5, 6] | [1, 2, 3, 4, 5, 6, 0, 0]
[58, 172, 746, 89] | [58, 172, 746, 89]","class Solution {
    public int[] solution(int[] arr) {
        int[] answer = {};
        return answer;
    }
}"
"빈 배열에 추가, 삭제하기","arr | flag | result
--- | --- | ---
[3, 2, 4, 1, 3] | [true, false, true, false, false] | [3, 3, 3, 3, 4, 4, 4, 4]

i | flag[i] | arr[i] | X
--- | --- | --- | ---
 |  |  | []
0 | true | 3 | [3, 3, 3, 3, 3, 3]
1 | false | 2 | [3, 3, 3, 3]
2 | true | 4 | [3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4]
3 | false | 1 | [3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4]
4 | false | 3 | [3, 3, 3, 3, 4, 4, 4, 4]","class Solution {
    public int[] solution(int[] arr, boolean[] flag) {
        int[] answer = {};
        return answer;
    }
}"
문자열이 몇 번 등장하는지 세기,"myString | pat | result
--- | --- | ---
""banana"" | ""ana"" | 2
""aaaa"" | ""aa"" | 3","class Solution {
    public int solution(String myString, String pat) {
        int answer = 0;
        return answer;
    }
}"
특정 문자열로 끝나는 가장 긴 부분 문자열 찾기,"myString | pat | result
--- | --- | ---
""AbCdEFG"" | ""dE"" | ""AbCdE""
""AAAAaaaa"" | ""a"" | ""AAAAaaaa""","class Solution {
    public String solution(String myString, String pat) {
        String answer = """";
        return answer;
    }
}"
1로 만들기,"num_list | result
--- | ---
[12, 4, 15, 1, 14] | 11","class Solution {
    public int solution(int[] num_list) {
        int answer = 0;
        return answer;
    }
}"
문자열 뒤집기,"my_string | s | e | result
--- | --- | --- | ---
""Progra21Sremm3"" | 6 | 12 | ""ProgrammerS123""
""Stanley1yelnatS"" | 4 | 10 | ""Stanley1yelnatS""","class Solution {
    public String solution(String my_string, int s, int e) {
        String answer = """";
        return answer;
    }
}"
배열 만들기 5,"intStrs | k | s | l | result
--- | --- | --- | --- | ---
[""0123456789"",""9876543210"",""9999999999999""] | 50000 | 5 | 5 | [56789, 99999]

idx | 잘라낸 문자열 | ret
--- | --- | ---
0 | ""56789"" | [56789]
1 | ""43210"" | [56789]
2 | ""99999"" | [56789, 99999]","class Solution {
    public int[] solution(String[] intStrs, int k, int s, int l) {
        int[] answer = {};
        return answer;
    }
}"
수열과 구간 쿼리 3,"arr | queries | result
--- | --- | ---
[0, 1, 2, 3, 4] | [[0, 3],[1, 2],[1, 4]] | [3, 4, 1, 0, 2]

arr
---
[0, 1, 2, 3, 4]
[3, 1, 2, 0, 4]
[3, 2, 1, 0, 4]
[3, 4, 1, 0, 2]","class Solution {
    public int[] solution(int[] arr, int[][] queries) {
        int[] answer = {};
        return answer;
    }
}"
수열과 구간 쿼리 1,"arr | queries | result
--- | --- | ---
[0, 1, 2, 3, 4] | [[0, 1],[1, 2],[2, 3]] | [1, 3, 4, 4, 4]

i | queries[i] | arr
--- | --- | ---
- | - | [0, 1, 2, 3, 4]
0 | [0,1] | [1, 2, 2, 3, 4]
1 | [1,2] | [1, 3, 3, 3, 4]
2 | [2,3] | [1, 3, 4, 4, 4]","class Solution {
    public int[] solution(int[] arr, int[][] queries) {
        int[] answer = {};
        return answer;
    }
}"
나누어 떨어지는 숫자 배열,"arr | divisor | return
--- | --- | ---
[5, 9, 7, 10] | 5 | [5, 10]
[2, 36, 1, 3] | 1 | [1, 2, 3, 36]
[3,2,6] | 10 | [-1]","class Solution {
    public int[] solution(int[] arr, int divisor) {
        int[] answer = {};
        return answer;
    }
}"
서울에서 김서방 찾기,"seoul | return
--- | ---
[""Jane"", ""Kim""] | ""김서방은 1에 있다""","class Solution {
    public String solution(String[] seoul) {
        String answer = """";
        return answer;
    }
}"
콜라츠 추측,"n | result
--- | ---
6 | 8
16 | 4
626331 | -1","class Solution {
    public int solution(int num) {
        int answer = 0;
        return answer;
    }
}"
핸드폰 번호 가리기,"phone_number | return
--- | ---
""01033334444"" | ""*******4444""
""027778888"" | ""*****8888""","class Solution {
    public String solution(String phone_number) {
        String answer = """";
        return answer;
    }
}"
진료순서 정하기,"emergency | result
--- | ---
[3, 76, 24] | [3, 1, 2]
[1, 2, 3, 4, 5, 6, 7] | [7, 6, 5, 4, 3, 2, 1]
[30, 10, 23, 6, 100] | [2, 4, 3, 5, 1]","class Solution {
    public int[] solution(int[] emergency) {
        int[] answer = {};
        return answer;
    }
}"
모스부호 (1),"letter | result
--- | ---
"".... . .-.. .-.. ---"" | ""hello""
"".--. -.-- - .... --- -."" | ""python""","class Solution {
    public String solution(String letter) {
        String answer = """";
        return answer;
    }
}"
